Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
122,Jannero Pargo,PG,23,LAL,11,129,6.4,0.446,0.625,0.167,2.5,5.5,4.0,15.3,3.2,0.6,21.4,11.3,,0.0,0.1,0.1,0.027,,-3.9,1.4,-2.5,0.0,2003,True
123,Tony Parker*,PG,20,SAS,24,814,11.9,0.468,0.167,0.281,1.1,7.5,4.5,19.5,1.4,0.3,11.1,23.8,,0.0,1.1,1.1,0.063,,-1.2,-1.2,-2.4,-0.1,2003,True
124,Ruben Patterson,SF,27,POR,7,155,17.3,0.54,0.077,0.558,10.5,9.1,9.8,11.9,1.4,0.5,13.4,21.9,,0.3,-0.1,0.3,0.081,,1.3,-1.3,0.0,0.1,2003,True
125,Gary Payton*,PG,34,MIL,6,251,16.6,0.459,0.134,0.179,2.0,6.6,4.3,37.2,1.7,0.3,9.7,25.1,,0.2,0.0,0.2,0.041,,2.6,-2.3,0.4,0.1,2003,True
126,Anthony Peeler,SG,33,MIN,6,166,6.9,0.373,0.421,0.053,3.8,10.0,7.2,15.7,1.2,0.4,9.3,11.7,,-0.1,0.0,-0.1,-0.018,,-2.5,-0.2,-2.7,0.0,2003,True
127,Paul Pierce*,SG,25,BOS,10,445,23.0,0.554,0.233,0.606,2.9,20.1,11.6,30.0,2.5,1.4,15.3,30.7,,0.9,0.8,1.7,0.179,,4.7,1.7,6.3,0.9,2003,True
128,Scottie Pippen*,SF,37,POR,4,75,9.5,0.503,0.409,0.091,3.1,14.1,8.6,27.1,0.0,0.0,23.4,18.1,,0.0,0.0,0.0,-0.013,,-1.6,-1.5,-3.2,0.0,2003,True
129,Scot Pollard,C,27,SAC,8,91,10.6,0.404,0.0,0.542,20.9,15.6,18.2,3.0,0.6,5.4,19.1,17.6,,0.0,0.1,0.0,0.018,,-3.9,-1.4,-5.3,-0.1,2003,True
130,Tayshaun Prince,SF,22,DET,15,382,15.1,0.535,0.417,0.33,3.3,14.6,8.8,12.2,1.2,2.6,10.8,18.7,,0.4,0.5,0.9,0.114,,1.5,1.3,2.8,0.4,2003,True
131,Joel Przybilla,C,23,MIL,4,33,4.5,1.0,0.0,0.0,7.5,28.6,18.3,4.2,0.0,4.6,50.0,2.9,,0.0,0.0,0.1,0.083,,-5.8,2.4,-3.4,0.0,2003,True
132,Zach Randolph,PF,21,POR,7,205,21.7,0.628,0.0,0.607,12.5,22.4,17.4,8.9,0.8,0.8,14.4,20.0,,0.7,0.0,0.7,0.174,,2.6,-0.5,2.1,0.2,2003,True
133,Å½eljko RebraÄa,C,30,DET,4,29,7.5,0.423,0.0,0.412,7.9,12.5,10.2,0.0,0.0,0.0,4.7,35.1,,0.0,0.0,0.0,-0.021,,-8.2,-4.9,-13.0,-0.1,2003,True
134,Michael Redd,SG,23,MIL,6,128,14.8,0.499,0.231,0.269,8.7,11.1,9.9,14.7,0.8,0.6,10.7,24.0,,0.1,0.0,0.1,0.052,,1.8,-3.1,-1.3,0.0,2003,True
135,Clifford Robinson,PF,36,DET,17,525,9.1,0.451,0.371,0.233,3.1,7.4,5.2,18.2,1.7,1.9,13.8,18.7,,-0.3,0.6,0.3,0.028,,-1.9,0.4,-1.4,0.1,2003,True
136,David Robinson*,C,37,SAS,23,539,17.7,0.591,0.0,0.661,9.5,21.0,15.5,6.7,1.8,4.3,13.6,15.0,,1.0,1.3,2.3,0.204,,0.6,3.0,3.6,0.8,2003,True
137,Rodney Rogers,PF,31,NJN,20,350,10.1,0.486,0.347,0.314,7.0,11.5,9.2,13.5,0.9,0.7,15.4,21.1,,0.0,0.5,0.5,0.072,,-1.4,0.2,-1.2,0.1,2003,True
138,Malik Rose,PF,28,SAS,24,560,13.3,0.504,0.017,0.525,10.0,16.8,13.5,7.5,1.5,1.5,16.3,21.5,,0.2,1.1,1.2,0.107,,-1.9,0.1,-1.8,0.0,2003,True
139,Kareem Rush,PG,22,LAL,9,64,11.0,0.488,0.379,0.138,3.4,1.9,2.7,5.2,0.8,0.0,8.9,23.5,,0.0,0.0,0.0,0.013,,0.7,-3.9,-3.2,0.0,2003,True
140,Arvydas Sabonis*,C,38,POR,6,86,32.0,0.704,0.0,0.417,8.1,24.6,16.3,12.1,2.5,3.7,12.3,25.7,,0.4,0.1,0.5,0.271,,4.9,3.4,8.3,0.2,2003,True
141,John Salmons,PG,23,PHI,6,16,-9.7,0.0,1.0,2.0,0.0,22.2,11.5,0.0,0.0,0.0,51.5,11.6,,-0.1,0.0,-0.1,-0.306,,-10.8,-4.7,-15.6,-0.1,2003,True
142,Jeryl Sasser,SG,23,ORL,6,25,8.2,0.357,0.571,0.0,4.8,18.8,11.9,7.1,2.2,3.4,12.5,15.4,,0.0,0.0,0.0,-0.025,,0.5,1.3,1.8,0.0,2003,True
143,Brian Scalabrine,PF,24,NJN,7,20,3.7,0.5,0.25,0.0,5.6,17.8,11.5,0.0,0.0,0.0,20.0,11.3,,0.0,0.0,0.0,0.031,,-6.3,-0.9,-7.2,0.0,2003,True
144,Brian Shaw,PG,36,LAL,12,215,6.8,0.378,0.531,0.061,0.5,20.5,10.1,15.9,1.0,1.7,15.2,12.3,,-0.2,0.2,0.0,-0.003,,-3.3,0.5,-2.9,0.0,2003,True
145,Brian Skinner,PF,26,PHI,8,38,2.0,0.387,0.167,0.667,10.0,9.4,9.7,0.0,0.0,2.3,20.5,12.3,,0.0,0.0,0.0,-0.021,,-6.3,-2.4,-8.7,-0.1,2003,True
146,Tamar Slay,SG,22,NJN,6,11,-9.9,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,24.7,,-0.1,0.0,-0.1,-0.288,,-11.0,-6.0,-16.9,0.0,2003,True
147,Joe Smith,SF,27,MIN,5,40,8.0,0.81,0.0,1.0,0.0,15.6,8.5,0.0,1.3,1.8,25.8,13.1,,0.1,0.0,0.1,0.105,,-6.8,2.0,-4.8,0.0,2003,True
148,Steve Smith,SG,33,SAS,9,66,3.5,0.311,0.5,0.167,1.7,9.6,5.8,14.5,0.8,0.0,7.2,19.2,,-0.1,0.1,-0.1,-0.042,,-4.0,-1.5,-5.5,-0.1,2003,True
149,Eric Snow,PG,29,PHI,12,415,14.6,0.541,0.098,0.569,2.7,8.9,5.9,27.6,2.4,0.0,19.0,18.1,,0.6,0.4,1.0,0.114,,-0.2,0.6,0.4,0.3,2003,True
150,DeShawn Stevenson,SG,21,UTA,4,37,21.1,0.51,0.133,0.4,6.6,16.8,11.6,19.9,1.5,0.0,0.0,21.3,,0.1,0.0,0.1,0.172,,4.1,1.7,5.8,0.1,2003,True
151,John Stockton*,PG,40,UTA,5,149,17.1,0.586,0.026,0.513,4.1,9.2,6.6,29.9,2.9,0.5,22.7,18.5,,0.2,0.0,0.2,0.067,,1.9,0.1,2.0,0.1,2003,True
152,Peja StojakoviÄ,SF,25,SAC,12,486,21.6,0.606,0.347,0.297,3.9,14.9,9.4,10.2,1.0,0.7,5.0,21.6,,1.9,0.1,2.0,0.198,,5.4,0.1,5.5,0.9,2003,True
153,Damon Stoudamire,PG,29,POR,7,232,21.1,0.606,0.392,0.266,3.5,14.7,9.1,27.8,1.4,0.7,12.0,19.6,,0.9,0.0,0.9,0.18,,4.1,1.7,5.8,0.5,2003,True
154,Amar'e Stoudemire,PF,20,PHO,6,203,15.9,0.55,0.015,0.431,8.0,16.9,12.3,7.0,2.6,3.7,19.7,21.1,,0.0,0.5,0.5,0.11,,-0.1,2.4,2.3,0.2,2003,True
155,Erick Strickland,SG,29,IND,5,42,24.6,0.571,0.357,0.714,7.8,10.9,9.3,40.1,1.3,0.0,5.2,21.3,,0.2,0.0,0.2,0.25,,8.3,1.7,10.0,0.1,2003,True
156,Rod Strickland,PG,36,MIN,6,73,18.0,0.592,0.0,0.286,0.0,8.5,4.7,37.7,2.8,2.0,25.3,19.6,,0.1,0.0,0.1,0.075,,1.5,1.2,2.7,0.1,2003,True
157,Wally Szczerbiak,SF,25,MIN,6,252,10.7,0.586,0.23,0.492,3.0,9.9,6.7,7.9,1.2,0.3,19.5,16.5,,0.1,0.0,0.1,0.028,,-1.3,-1.3,-2.7,0.0,2003,True
158,Kenny Thomas,PF,25,PHI,12,389,15.7,0.558,0.0,0.287,13.6,21.3,17.6,5.1,1.2,1.1,14.3,16.3,,0.6,0.5,1.1,0.132,,1.0,-0.7,0.2,0.2,2003,True
159,Tim Thomas,SF,25,MIL,6,191,19.0,0.581,0.269,0.41,5.2,13.0,9.2,7.5,0.8,2.4,8.0,24.7,,0.5,0.0,0.5,0.13,,3.8,-0.9,2.9,0.2,2003,True
160,Jamaal Tinsley,PG,24,IND,6,185,16.2,0.677,0.371,0.171,3.5,7.5,5.4,41.4,1.2,0.0,17.5,11.4,,0.5,0.0,0.5,0.142,,2.6,0.0,2.6,0.2,2003,True
161,Robert Traylor,C,25,NOH,6,94,11.1,0.442,0.0,0.182,14.3,24.8,19.6,7.1,1.8,4.0,20.2,14.8,,0.0,0.1,0.1,0.039,,-4.1,0.4,-3.7,0.0,2003,True
162,Gary Trent,SF,28,MIN,6,42,4.8,0.421,0.0,0.429,11.9,7.4,9.4,3.7,1.2,0.0,19.4,22.2,,-0.1,0.0,-0.1,-0.105,,-5.7,-4.2,-9.9,-0.1,2003,True
163,Hedo TÃ¼rkoÄlu,SF,23,SAC,10,174,13.4,0.458,0.28,0.36,3.2,15.1,9.2,11.5,3.5,2.0,7.9,15.8,,0.1,0.2,0.3,0.083,,-0.9,3.2,2.3,0.2,2003,True
164,Nick Van Exel,SG,31,DAL,20,672,19.1,0.549,0.344,0.196,2.9,8.2,5.5,21.2,0.9,0.0,9.9,26.3,,1.5,-0.1,1.4,0.098,,4.1,-1.6,2.5,0.7,2003,True
165,Keith Van Horn,PF,27,PHI,12,402,10.2,0.507,0.291,0.273,7.5,19.5,13.7,3.8,1.4,0.4,17.4,17.7,,0.0,0.5,0.5,0.059,,-1.1,-1.5,-2.6,-0.1,2003,True
166,Jacque Vaughn,PG,27,ORL,7,131,9.1,0.439,0.03,0.394,0.9,4.5,2.7,34.4,1.7,0.6,18.9,17.5,,0.0,0.0,0.0,0.0,,-1.2,-0.2,-1.5,0.0,2003,True
167,Jake Voskuhl,C,25,PHO,6,98,18.1,0.792,0.0,0.765,9.3,14.7,11.9,3.8,2.1,3.4,20.9,13.1,,0.3,0.2,0.5,0.25,,0.1,3.6,3.7,0.1,2003,True
168,Antoine Walker,PF,26,BOS,10,440,11.9,0.466,0.256,0.125,5.3,17.2,11.4,19.2,2.1,0.7,16.6,24.0,,-0.5,0.7,0.1,0.014,,-1.2,-0.4,-1.6,0.0,2003,True
169,Samaki Walker,C,26,LAL,9,49,3.9,0.4,0.0,0.0,8.9,21.9,15.1,5.6,1.1,3.0,37.5,7.3,,0.0,0.1,0.0,0.01,,-6.1,0.9,-5.1,0.0,2003,True
170,Ben Wallace*,C,28,DET,17,722,20.0,0.492,0.009,0.927,13.7,32.1,22.7,7.1,3.2,5.5,8.9,11.3,,1.0,2.0,3.1,0.204,,1.9,3.8,5.7,1.4,2003,True
171,Gerald Wallace,SF,20,SAC,7,18,4.8,0.51,0.0,0.4,0.0,30.4,15.4,0.0,0.0,3.9,25.4,19.1,,0.0,0.0,0.0,-0.048,,-9.1,-0.8,-9.9,0.0,2003,True
172,Rasheed Wallace,PF,28,POR,7,260,17.6,0.558,0.361,0.289,4.5,11.7,8.1,11.7,0.8,1.5,5.2,20.1,,0.8,-0.1,0.7,0.133,,3.3,-0.2,3.1,0.3,2003,True
173,Chris Webber*,PF,29,SAC,7,246,23.3,0.53,0.022,0.363,8.2,17.8,13.0,19.1,2.1,2.3,12.8,31.9,,0.4,0.2,0.6,0.111,,2.3,0.2,2.4,0.3,2003,True
174,Bonzi Wells,SG,26,POR,7,268,15.8,0.471,0.242,0.315,6.1,14.9,10.5,16.8,3.1,0.9,13.0,27.5,,0.1,0.1,0.2,0.042,,-0.5,0.4,-0.2,0.1,2003,True
175,David Wesley,SG,32,NOH,6,185,9.3,0.526,0.472,0.097,0.7,4.0,2.3,12.8,1.5,0.4,16.7,22.7,,0.0,0.0,0.0,0.003,,-1.6,-1.9,-3.4,-0.1,2003,True
176,Chris Whitney,PG,31,ORL,7,111,6.7,0.503,0.429,0.095,3.3,8.5,5.9,11.0,1.0,1.5,8.4,10.3,,0.1,0.0,0.1,0.061,,-2.4,1.2,-1.2,0.0,2003,True
177,Mike Wilks,PG,23,MIN,4,7,14.4,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,,0.0,0.0,0.0,0.102,,5.1,-2.3,2.8,0.0,2003,True
178,Aaron Williams,C,31,NJN,19,340,15.7,0.514,0.0,0.292,10.8,18.9,14.7,9.5,0.9,4.0,9.8,17.7,,0.5,0.7,1.2,0.165,,-0.2,2.3,2.1,0.3,2003,True
179,Eric Williams,SF,30,BOS,10,310,8.2,0.466,0.17,0.386,4.5,7.3,5.9,9.6,1.5,0.0,10.4,17.6,,0.0,0.3,0.3,0.042,,-3.4,-1.2,-4.6,-0.2,2003,True
180,Monty Williams,SF,31,PHI,10,96,3.6,0.384,0.043,0.174,9.2,9.9,9.6,0.0,1.2,0.0,13.9,14.3,,-0.1,0.1,0.0,-0.024,,-4.7,-2.8,-7.6,-0.1,2003,True
181,Scott Williams,C,34,PHO,6,83,8.0,0.365,0.0,0.063,7.4,12.0,9.6,2.3,2.5,3.0,3.0,18.2,,-0.1,0.2,0.1,0.048,,-3.9,1.1,-2.7,0.0,2003,True
182,Walt Williams,SF,32,DAL,15,227,12.5,0.505,0.506,0.086,5.8,15.1,10.4,10.1,1.1,4.1,16.8,20.0,,0.0,0.1,0.1,0.022,,0.5,0.9,1.3,0.2,2003,True
183,Corliss Williamson,SF,29,DET,15,233,13.2,0.506,0.0,0.644,6.4,10.4,8.4,13.9,1.0,1.0,14.8,28.1,,0.1,0.2,0.3,0.058,,-2.2,-0.6,-2.8,0.0,2003,True
184,Kevin Willis,C,40,SAS,18,91,18.7,0.557,0.025,0.075,23.8,14.0,18.7,4.7,0.6,0.8,16.2,24.8,,0.1,0.1,0.3,0.141,,0.1,-2.4,-2.2,0.0,2003,True
185,Loren Woods,C,24,MIN,2,2,24.2,0.333,0.0,0.0,62.3,0.0,28.3,0.0,0.0,0.0,0.0,67.7,,0.0,0.0,0.0,-0.25,,6.8,-18.8,-12.0,0.0,2003,True
186,Qyntel Woods,PF,21,POR,4,18,-0.2,0.354,0.111,0.222,6.5,6.5,6.5,0.0,0.0,0.0,9.2,27.5,,-0.1,0.0,-0.1,-0.181,,-11.7,-8.1,-19.7,-0.1,2003,True
187,Metta World Peace,SF,23,IND,6,252,16.0,0.53,0.344,0.444,4.8,10.9,7.8,10.8,3.2,2.2,12.9,22.6,,0.2,0.3,0.5,0.095,,1.7,1.7,3.4,0.3,2003,True
